Order_Date,Time,Customer_Id,Product_Category,Product,Sales,Quantity,Order_Priority
30/01/2018,17:26:08,84399,Home & Furniture,Umbrellas,70,4,Medium
08/08/2018,01:42:45,86851,Home & Furniture,Dinner Crockery,133,3,High
06/05/2018,15:20:22,86045,Home & Furniture,Sofa Covers,216,5,High
16/12/2018,08:59:25,88774,Home & Furniture,Bed Sheets,211,3,Medium
05/05/2018,15:03:09,99474,Home & Furniture,Curtains,34,4,High
27/10/2018,14:16:15,61877,Home & Furniture,Towels,228,5,Medium
19/07/2018,18:07:55,99937,Home & Furniture,Sofas,67,5,Medium
27/06/2018,12:22:34,87379,Home & Furniture,Beds,78,3,Medium
08/04/2018,22:03:54,90613,Home & Furniture,Dinning Tables,119,5,Medium
25/04/2018,22:38:36,73369,Home & Furniture,Shoe Rack,124,1,Medium
15/05/2018,12:40:15,70358,Home & Furniture,Umbrellas,70,3,Medium
20/10/2018,13:26:51,99190,Home & Furniture,Dinner Crockery,133,3,Medium
23/04/2018,15:40:50,81904,Home & Furniture,Sofa Covers,216,4,Low
28/10/2018,18:52:40,63900,Home & Furniture,Bed Sheets,211,4,High
01/11/2018,19:46:06,84782,Home & Furniture,Curtains,34,1,Medium
01/11/2018,15:42:33,86330,Home & Furniture,Towels,228,5,Medium
08/12/2018,10:52:01,63712,Home & Furniture,Sofas,67,3,Medium
07/03/2018,12:36:47,85509,Home & Furniture,Beds,78,1,Medium
28/04/2018,14:05:09,60114,Home & Furniture,Dinning Tables,119,5,Medium
23/06/2018,08:27:54,60508,Home & Furniture,Shoe Rack,124,3,Medium
03/05/2018,09:44:23,85445,Home & Furniture,Umbrellas,70,1,Medium
17/12/2018,09:38:13,99504,Home & Furniture,Dinner Crockery,133,1,Medium
24/01/2018,12:11:43,72625,Home & Furniture,Sofa Covers,216,1,Medium
20/08/2018,15:22:13,92444,Home & Furniture,Bed Sheets,211,1,Medium
25/10/2018,16:26:14,65993,Home & Furniture,Curtains,34,4,Medium
11/03/2018,09:38:34,96620,Home & Furniture,Towels,228,1,Medium
24/02/2018,00:20:13,98526,Home & Furniture,Sofas,67,3,Low
30/09/2018,13:05:23,94575,Home & Furniture,Beds,78,4,High
29/12/2018,15:41:07,98908,Home & Furniture,Dinning Tables,119,1,Medium
12/12/2018,09:00:27,81311,Home & Furniture,Shoe Rack,124,4,High
30/12/2018,21:36:25,63336,Home & Furniture,Umbrellas,70,1,Medium
09/10/2018,11:25:09,80482,Home & Furniture,Dinner Crockery,133,5,Medium
06/10/2018,17:50:44,78346,Home & Furniture,Sofa Covers,216,5,High
28/04/2018,09:25:59,75463,Home & Furniture,Bed Sheets,211,5,Medium
10/08/2018,23:31:59,80462,Home & Furniture,Curtains,34,4,Medium
21/05/2018,11:23:41,96633,Home & Furniture,Towels,228,4,Medium
06/01/2018,10:11:49,77179,Home & Furniture,Sofas,67,1,High
04/07/2018,15:46:13,83340,Home & Furniture,Beds,78,4,Medium
10/07/2018,16:40:50,82970,Home & Furniture,Dinning Tables,119,4,Medium
21/11/2018,18:44:58,67375,Home & Furniture,Shoe Rack,124,5,Medium
02/02/2018,19:32:05,94955,Home & Furniture,Umbrellas,70,4,High
07/04/2018,14:07:03,84814,Home & Furniture,Dinner Crockery,133,3,Medium
15/02/2018,12:16:38,89220,Home & Furniture,Sofa Covers,216,5,Medium
10/10/2018,19:42:29,99061,Home & Furniture,Bed Sheets,211,5,Medium
30/07/2018,17:24:54,81468,Home & Furniture,Curtains,34,4,High
02/03/2018,11:43:33,92265,Home & Furniture,Towels,228,1,Medium
05/10/2018,21:45:25,83531,Home & Furniture,Sofas,67,1,Medium
18/05/2018,11:34:05,97745,Home & Furniture,Beds,78,4,Medium
11/06/2018,17:08:50,93557,Home & Furniture,Dinning Tables,119,5,Low
08/07/2018,16:25:31,61020,Home & Furniture,Shoe Rack,124,1,Medium
26/06/2018,16:52:56,80065,Home & Furniture,Umbrellas,70,5,Medium
12/04/2018,10:00:56,90708,Home & Furniture,Dinner Crockery,133,1,Medium
06/04/2018,12:34:27,64981,Home & Furniture,Sofa Covers,216,1,Medium
22/04/2018,23:26:12,72572,Home & Furniture,Bed Sheets,211,1,Medium
15/12/2018,19:26:44,95014,Home & Furniture,Curtains,34,1,High
01/02/2018,22:51:17,75282,Home & Furniture,Towels,228,3,Medium
25/08/2018,06:19:20,78450,Home & Furniture,Sofas,67,1,High
13/06/2018,15:00:03,80060,Home & Furniture,Beds,78,5,Medium
30/06/2018,13:41:56,82994,Home & Furniture,Dinning Tables,119,4,High
05/10/2018,13:27:30,73240,Home & Furniture,Shoe Rack,124,3,Medium
20/10/2018,09:58:10,96902,Home & Furniture,Umbrellas,70,1,Medium
26/01/2018,07:12:12,84783,Home & Furniture,Dinner Crockery,133,3,High
20/06/2018,19:44:07,77269,Home & Furniture,Sofa Covers,216,4,Medium
07/05/2018,10:09:40,74001,Home & Furniture,Bed Sheets,211,1,Medium
20/04/2018,15:51:38,63242,Home & Furniture,Curtains,34,5,Low
23/04/2018,11:04:31,93221,Home & Furniture,Towels,228,4,High
25/07/2018,17:04:04,64206,Home & Furniture,Sofas,67,5,Medium
09/05/2018,09:20:22,82784,Home & Furniture,Beds,78,4,High
19/02/2018,17:08:35,74243,Home & Furniture,Dinning Tables,119,1,Low
26/10/2018,21:33:09,97525,Home & Furniture,Shoe Rack,124,3,High
13/06/2018,17:53:10,83638,Home & Furniture,Umbrellas,70,3,Medium
19/11/2018,11:34:47,87761,Home & Furniture,Dinner Crockery,133,1,High
23/09/2018,17:49:25,84806,Home & Furniture,Sofa Covers,216,4,Medium
06/08/2018,11:12:29,98848,Home & Furniture,Bed Sheets,211,1,High
09/05/2018,09:35:07,97896,Home & Furniture,Curtains,34,3,Medium
12/09/2018,22:02:35,67611,Home & Furniture,Towels,228,4,Medium
14/05/2018,17:21:01,76001,Home & Furniture,Sofas,67,5,Medium
02/05/2018,22:26:38,60009,Home & Furniture,Beds,78,1,High
22/06/2018,20:55:58,77143,Home & Furniture,Dinning Tables,119,5,High
15/07/2018,08:34:41,76061,Home & Furniture,Shoe Rack,124,1,High
30/07/2018,08:30:27,62840,Home & Furniture,Umbrellas,70,1,High
13/10/2018,15:29:23,96389,Home & Furniture,Dinner Crockery,133,4,Medium
23/07/2018,22:48:57,62667,Home & Furniture,Sofa Covers,216,4,Medium
02/03/2018,20:54:12,84134,Home & Furniture,Bed Sheets,211,3,Medium
19/06/2018,04:24:00,96531,Home & Furniture,Curtains,34,3,High
11/03/2018,15:42:35,89138,Home & Furniture,Towels,228,4,Medium
04/05/2018,09:26:53,84915,Home & Furniture,Sofas,67,5,Low
26/01/2018,22:22:31,98506,Home & Furniture,Beds,78,5,High
28/10/2018,22:34:09,75161,Home & Furniture,Dinning Tables,119,3,Low
10/01/2018,14:35:12,77682,Home & Furniture,Shoe Rack,124,5,Medium
12/11/2018,22:35:47,90893,Home & Furniture,Umbrellas,70,1,Medium
24/08/2018,18:17:32,60446,Home & Furniture,Dinner Crockery,133,5,Low
03/08/2018,12:25:33,96822,Home & Furniture,Sofa Covers,216,1,Medium
27/10/2018,10:25:42,88610,Home & Furniture,Bed Sheets,211,5,Medium
01/08/2018,11:38:42,91794,Home & Furniture,Curtains,34,3,High
21/11/2018,09:37:38,88893,Home & Furniture,Towels,228,3,Low
16/11/2018,20:56:16,76359,Home & Furniture,Sofas,67,1,High
07/10/2018,15:22:25,81062,Home & Furniture,Beds,78,5,Medium
27/02/2018,19:12:25,71980,Home & Furniture,Dinning Tables,119,4,Medium
04/07/2018,14:52:16,64304,Home & Furniture,Shoe Rack,124,1,High
17/08/2018,21:51:05,83588,Home & Furniture,Umbrellas,70,1,High
20/04/2018,11:46:07,70607,Home & Furniture,Dinner Crockery,133,1,Medium
30/05/2018,13:04:04,78084,Home & Furniture,Sofa Covers,216,3,Medium
28/06/2018,02:33:05,74443,Home & Furniture,Bed Sheets,211,3,Medium
10/02/2018,22:23:46,91948,Home & Furniture,Curtains,34,4,Medium
29/03/2018,08:15:09,71180,Home & Furniture,Towels,228,1,Medium
26/11/2018,10:11:09,95759,Home & Furniture,Sofas,67,5,Medium
13/07/2018,15:57:34,89042,Home & Furniture,Beds,78,4,Medium
08/07/2018,11:34:42,90959,Home & Furniture,Dinning Tables,119,4,Medium
23/10/2018,16:08:14,64524,Home & Furniture,Shoe Rack,124,1,Medium
12/05/2018,10:26:45,65908,Home & Furniture,Umbrellas,70,3,Medium
22/11/2018,19:19:31,86882,Home & Furniture,Dinner Crockery,133,3,Medium
03/09/2018,10:11:36,71182,Home & Furniture,Sofa Covers,216,1,Medium
13/03/2018,10:27:19,67805,Home & Furniture,Bed Sheets,211,3,Medium
21/02/2018,18:51:42,72919,Home & Furniture,Curtains,34,1,Medium
15/02/2018,07:20:34,70218,Home & Furniture,Towels,228,3,High
25/04/2018,18:03:21,85548,Home & Furniture,Sofas,67,5,Low
16/03/2018,09:48:58,96454,Home & Furniture,Beds,78,3,Medium
16/12/2018,06:49:04,82820,Home & Furniture,Dinning Tables,119,3,Medium
16/06/2018,09:15:25,65677,Home & Furniture,Shoe Rack,124,4,High
13/05/2018,15:06:36,68206,Home & Furniture,Umbrellas,70,4,Medium
09/03/2018,09:40:56,79736,Home & Furniture,Dinner Crockery,133,5,Medium
21/10/2018,20:07:34,67636,Home & Furniture,Sofa Covers,216,1,High
15/08/2018,09:26:07,67879,Home & Furniture,Bed Sheets,211,4,Medium
04/06/2018,11:22:25,91006,Home & Furniture,Curtains,34,3,Medium
22/10/2018,20:15:24,63037,Home & Furniture,Towels,228,4,Low
29/05/2018,13:04:08,72255,Home & Furniture,Sofas,67,1,High
16/11/2018,18:11:19,95083,Home & Furniture,Beds,78,3,Medium
17/06/2018,17:34:42,83730,Home & Furniture,Dinning Tables,119,3,Medium
15/08/2018,19:02:26,81064,Home & Furniture,Shoe Rack,124,5,Low
06/10/2018,14:58:22,84772,Home & Furniture,Umbrellas,70,1,Medium
01/01/2018,16:34:38,84298,Home & Furniture,Dinner Crockery,133,1,Medium
11/06/2018,23:27:27,96431,Home & Furniture,Sofa Covers,216,3,High
13/05/2018,23:24:12,81118,Home & Furniture,Bed Sheets,211,1,High
13/08/2018,12:38:05,82590,Home & Furniture,Curtains,34,3,Medium
19/08/2018,18:11:36,70322,Home & Furniture,Towels,228,5,High
06/10/2018,20:06:46,67203,Home & Furniture,Sofas,67,3,High
20/11/2018,21:38:56,81372,Home & Furniture,Beds,78,1,Medium
17/05/2018,09:50:12,76081,Home & Furniture,Dinning Tables,119,3,High
30/07/2018,11:13:19,76031,Home & Furniture,Shoe Rack,124,1,Medium
10/11/2018,19:19:48,84646,Home & Furniture,Umbrellas,70,1,Medium
01/04/2018,10:50:27,87974,Home & Furniture,Dinner Crockery,133,3,High
20/12/2018,13:10:36,70905,Home & Furniture,Sofa Covers,216,4,Medium
26/10/2018,23:08:32,74068,Home & Furniture,Bed Sheets,211,3,Medium
09/11/2018,09:30:30,98040,Home & Furniture,Curtains,34,5,Medium
23/09/2018,21:42:34,76885,Home & Furniture,Towels,228,5,Medium
21/01/2018,21:19:24,93025,Home & Furniture,Sofas,67,1,Medium
19/02/2018,15:39:10,78009,Home & Furniture,Beds,78,4,Medium
23/05/2018,20:40:56,76351,Home & Furniture,Dinning Tables,119,5,Medium
26/04/2018,11:31:29,99486,Home & Furniture,Shoe Rack,124,1,Medium
21/12/2018,21:46:48,85001,Home & Furniture,Umbrellas,70,4,High
07/09/2018,10:11:16,97046,Home & Furniture,Dinner Crockery,133,5,High
06/12/2018,07:18:08,83014,Home & Furniture,Sofa Covers,216,4,Medium
16/09/2018,16:27:46,73639,Home & Furniture,Bed Sheets,211,1,Medium
06/12/2018,14:21:54,77564,Home & Furniture,Curtains,34,1,Medium
12/02/2018,16:16:55,97223,Home & Furniture,Towels,228,1,Low
28/07/2018,14:22:59,73961,Home & Furniture,Sofas,67,1,High
01/06/2018,19:50:28,61142,Home & Furniture,Beds,78,4,Medium
08/11/2018,23:30:40,61032,Home & Furniture,Dinning Tables,119,1,High
17/07/2018,18:40:33,81933,Home & Furniture,Shoe Rack,124,3,High
18/02/2018,08:53:13,88156,Home & Furniture,Umbrellas,70,5,Medium
03/04/2018,21:08:33,62808,Home & Furniture,Dinner Crockery,133,1,Medium
06/10/2018,17:46:28,93265,Home & Furniture,Sofa Covers,216,3,Medium
06/06/2018,05:15:19,83133,Home & Furniture,Bed Sheets,211,5,Medium
29/06/2018,19:42:14,94117,Home & Furniture,Curtains,34,5,Medium
01/12/2018,16:12:35,98292,Home & Furniture,Towels,228,3,Medium
07/04/2018,17:56:06,82801,Home & Furniture,Sofas,67,5,Medium
03/05/2018,21:12:22,99932,Home & Furniture,Beds,78,5,Medium
06/11/2018,14:48:29,81863,Home & Furniture,Dinning Tables,119,5,Medium
23/10/2018,15:18:07,76829,Home & Furniture,Shoe Rack,124,5,Medium
26/09/2018,18:15:54,65432,Home & Furniture,Umbrellas,70,4,Low
05/08/2018,10:49:33,68814,Home & Furniture,Dinner Crockery,133,1,Medium
14/04/2018,16:00:13,90573,Home & Furniture,Sofa Covers,216,4,Medium
01/12/2018,20:16:22,72977,Home & Furniture,Bed Sheets,211,1,Medium
01/10/2018,12:41:29,63967,Home & Furniture,Curtains,34,5,Medium
05/04/2018,22:12:29,91829,Home & Furniture,Towels,228,5,Medium
30/01/2018,04:16:46,69963,Home & Furniture,Sofas,67,1,Medium
01/12/2018,12:36:08,76026,Home & Furniture,Beds,78,1,Low
12/06/2018,20:00:08,74230,Home & Furniture,Dinning Tables,119,3,Medium
09/10/2018,16:38:17,82323,Home & Furniture,Shoe Rack,124,5,High
01/11/2018,14:17:13,80099,Home & Furniture,Umbrellas,70,1,Medium
12/07/2018,17:07:08,69247,Home & Furniture,Dinner Crockery,133,3,Medium
19/09/2018,19:58:55,77674,Home & Furniture,Sofa Covers,216,1,Medium
24/11/2018,11:44:39,84235,Home & Furniture,Bed Sheets,211,5,High
23/01/2018,19:17:15,83167,Home & Furniture,Curtains,34,4,Medium
08/01/2018,22:49:52,81963,Home & Furniture,Towels,228,5,Medium
03/12/2018,12:29:04,63053,Home & Furniture,Sofas,67,4,Medium
01/11/2018,12:53:27,86362,Home & Furniture,Beds,78,3,Low
06/10/2018,18:16:20,74147,Home & Furniture,Dinning Tables,119,4,Medium
17/05/2018,10:26:53,95095,Home & Furniture,Shoe Rack,124,1,High
27/01/2018,13:13:07,97519,Home & Furniture,Umbrellas,70,4,Medium
13/11/2018,20:44:06,60154,Home & Furniture,Dinner Crockery,133,5,High
25/04/2018,10:49:51,95447,Home & Furniture,Sofa Covers,216,4,Medium
02/01/2018,05:41:37,64780,Home & Furniture,Bed Sheets,211,5,Medium
13/10/2018,20:49:51,79319,Home & Furniture,Curtains,34,4,Medium
25/09/2018,21:23:20,62013,Home & Furniture,Towels,228,3,Medium
01/01/2018,21:45:41,83120,Home & Furniture,Sofas,67,4,Medium
14/10/2018,11:59:10,77397,Home & Furniture,Beds,78,3,Medium
20/12/2018,07:49:40,71857,Home & Furniture,Dinning Tables,119,3,High
15/11/2018,23:29:24,84515,Home & Furniture,Shoe Rack,124,4,Medium
04/07/2018,11:17:05,85913,Home & Furniture,Umbrellas,70,4,Medium
26/12/2018,15:41:26,77729,Home & Furniture,Dinner Crockery,133,3,Medium
25/07/2018,13:31:54,93408,Home & Furniture,Sofa Covers,216,3,Medium
23/05/2018,17:27:50,85588,Home & Furniture,Bed Sheets,211,5,Medium
13/02/2018,08:45:32,87110,Home & Furniture,Curtains,34,1,Medium
04/09/2018,21:04:05,69215,Home & Furniture,Towels,228,1,Medium
17/12/2018,16:38:49,62683,Home & Furniture,Sofas,67,3,Low
24/04/2018,23:21:49,79730,Home & Furniture,Beds,78,3,High
14/02/2018,21:37:50,88732,Home & Furniture,Dinning Tables,119,5,Medium
21/07/2018,00:45:07,90597,Home & Furniture,Shoe Rack,124,3,Low
04/05/2018,15:09:48,97875,Home & Furniture,Umbrellas,70,1,High
18/05/2018,15:00:32,63333,Home & Furniture,Dinner Crockery,133,4,Medium
03/06/2018,12:15:06,77223,Home & Furniture,Sofa Covers,216,1,Medium
24/12/2018,21:00:03,60756,Home & Furniture,Bed Sheets,211,4,High
25/09/2018,11:03:24,64238,Home & Furniture,Curtains,34,1,Medium
01/07/2018,13:19:06,94152,Home & Furniture,Towels,228,1,High
11/03/2018,19:39:39,85459,Home & Furniture,Sofas,67,1,Medium
22/12/2018,19:41:48,99990,Home & Furniture,Beds,78,3,Medium
27/03/2018,21:53:06,72147,Home & Furniture,Dinning Tables,119,1,High
17/09/2018,15:46:37,94962,Home & Furniture,Shoe Rack,124,4,Medium
08/11/2018,14:18:50,62297,Home & Furniture,Umbrellas,70,3,Medium
09/04/2018,19:42:02,69388,Home & Furniture,Dinner Crockery,133,1,Low
02/12/2018,17:17:26,97690,Home & Furniture,Sofa Covers,216,1,High
17/03/2018,14:36:14,73535,Home & Furniture,Bed Sheets,211,1,High
16/12/2018,13:17:40,76650,Home & Furniture,Curtains,34,4,Medium
16/03/2018,19:01:18,88206,Home & Furniture,Towels,228,1,High
19/09/2018,21:10:42,75264,Home & Furniture,Sofas,67,1,Medium
24/06/2018,11:01:00,79531,Home & Furniture,Beds,78,5,Low
23/05/2018,16:20:54,89315,Home & Furniture,Dinning Tables,119,5,Medium
06/11/2018,13:23:19,65300,Home & Furniture,Shoe Rack,124,3,High
24/05/2018,21:20:46,81537,Home & Furniture,Umbrellas,70,4,Medium
01/08/2018,16:32:49,84657,Home & Furniture,Dinner Crockery,133,5,High
08/12/2018,16:19:47,62231,Home & Furniture,Sofa Covers,216,3,Medium
01/09/2018,12:11:55,78149,Home & Furniture,Bed Sheets,211,1,Medium
06/07/2018,12:53:06,94937,Home & Furniture,Curtains,34,3,Medium
19/11/2018,23:51:27,78924,Home & Furniture,Towels,228,5,Medium
24/06/2018,21:55:18,69235,Home & Furniture,Sofas,67,1,High
15/11/2018,08:48:29,66079,Home & Furniture,Beds,78,1,Medium
12/05/2018,11:47:38,89955,Home & Furniture,Dinning Tables,119,5,Medium
18/11/2018,17:57:28,81159,Home & Furniture,Shoe Rack,124,4,Medium
01/05/2018,18:18:50,61558,Home & Furniture,Umbrellas,70,1,Medium
07/09/2018,10:25:28,74450,Home & Furniture,Dinner Crockery,133,5,Medium
19/10/2018,14:34:14,94559,Home & Furniture,Sofa Covers,216,1,Medium
10/03/2018,18:33:56,93768,Home & Furniture,Bed Sheets,211,1,Medium
09/05/2018,14:37:05,65048,Home & Furniture,Curtains,34,4,Medium
18/02/2018,19:43:49,95143,Home & Furniture,Towels,228,1,Medium
10/02/2018,19:29:49,77443,Home & Furniture,Sofas,67,3,Medium
03/05/2018,15:56:00,90132,Home & Furniture,Beds,78,1,Medium
26/01/2018,12:31:32,89358,Home & Furniture,Dinning Tables,119,1,Medium
18/11/2018,12:58:38,96591,Home & Furniture,Shoe Rack,124,1,High
05/01/2018,11:44:41,66380,Home & Furniture,Umbrellas,70,3,Medium
18/10/2018,22:47:46,64048,Home & Furniture,Dinner Crockery,133,3,Medium
02/10/2018,17:55:32,62691,Home & Furniture,Sofa Covers,216,3,Medium
28/10/2018,18:28:34,80118,Home & Furniture,Bed Sheets,211,1,Medium
19/07/2018,13:58:48,68031,Home & Furniture,Curtains,34,3,Medium
09/11/2018,08:54:29,60334,Home & Furniture,Towels,228,1,Medium
02/03/2018,11:04:57,76439,Home & Furniture,Sofas,67,3,High
06/05/2018,12:52:59,69566,Home & Furniture,Beds,78,4,Medium
13/12/2018,16:55:48,85549,Home & Furniture,Dinning Tables,119,4,Medium
19/06/2018,19:47:26,78191,Home & Furniture,Shoe Rack,124,1,Medium
21/02/2018,16:50:56,99129,Home & Furniture,Umbrellas,70,1,Medium
12/08/2018,11:10:56,75926,Home & Furniture,Dinner Crockery,133,4,Medium
27/06/2018,18:19:58,79021,Home & Furniture,Sofa Covers,216,5,Medium
04/06/2018,12:20:04,90263,Home & Furniture,Bed Sheets,211,3,Medium
22/10/2018,17:01:05,63778,Home & Furniture,Curtains,34,5,Medium
21/05/2018,08:08:19,89174,Home & Furniture,Towels,228,5,Low
07/11/2018,20:07:03,92420,Home & Furniture,Sofas,67,4,Medium
21/11/2018,16:19:25,78110,Home & Furniture,Beds,78,5,Medium
14/05/2018,20:55:16,98501,Home & Furniture,Dinning Tables,119,5,High
26/09/2018,20:47:50,87917,Home & Furniture,Shoe Rack,124,1,Medium
16/03/2018,14:11:37,70945,Home & Furniture,Umbrellas,70,5,Medium
16/05/2018,20:36:21,74330,Home & Furniture,Dinner Crockery,133,1,Medium
15/12/2018,10:52:44,88395,Home & Furniture,Sofa Covers,216,1,High
28/03/2018,09:20:08,88275,Home & Furniture,Bed Sheets,211,1,Medium
04/01/2018,16:29:11,63636,Home & Furniture,Curtains,34,1,Medium
07/05/2018,14:08:49,66472,Home & Furniture,Towels,228,1,Medium
28/09/2018,21:50:41,77369,Home & Furniture,Sofas,67,3,High
09/10/2018,15:47:49,73532,Home & Furniture,Beds,78,1,Medium
15/08/2018,16:00:24,80187,Home & Furniture,Dinning Tables,119,3,Medium
07/05/2018,21:33:37,81935,Home & Furniture,Shoe Rack,124,4,Medium
07/08/2018,14:55:48,86850,Home & Furniture,Umbrellas,70,5,Medium
29/09/2018,14:34:26,91244,Home & Furniture,Dinner Crockery,133,3,Medium
14/11/2018,22:29:13,98069,Home & Furniture,Sofa Covers,216,1,Low
15/01/2018,08:57:15,87562,Home & Furniture,Bed Sheets,211,4,High
22/11/2018,21:03:27,61387,Home & Furniture,Curtains,34,4,Medium
16/12/2018,19:44:04,93840,Home & Furniture,Towels,228,5,Medium
23/12/2018,09:47:17,70631,Home & Furniture,Sofas,67,5,High
09/10/2018,22:03:54,79924,Home & Furniture,Beds,78,3,Medium
26/08/2018,19:06:58,79351,Home & Furniture,Dinning Tables,119,4,Medium
30/12/2018,13:57:59,72047,Home & Furniture,Shoe Rack,124,4,Medium
24/07/2018,12:22:38,65380,Home & Furniture,Umbrellas,70,3,Medium
24/04/2018,16:08:11,98799,Home & Furniture,Dinner Crockery,133,3,Medium
14/10/2018,20:46:50,86868,Home & Furniture,Sofa Covers,216,1,Medium
30/09/2018,22:09:03,86888,Home & Furniture,Bed Sheets,211,1,Medium
20/07/2018,23:33:59,84880,Home & Furniture,Curtains,34,3,Medium
07/02/2018,15:46:11,76932,Home & Furniture,Towels,228,1,Low
24/10/2018,16:20:25,84642,Home & Furniture,Sofas,67,1,Medium
27/03/2018,12:10:43,60739,Home & Furniture,Beds,78,5,Medium
03/06/2018,21:00:21,66316,Home & Furniture,Dinning Tables,119,5,Medium
22/04/2018,13:10:44,91142,Home & Furniture,Shoe Rack,124,1,Medium
30/04/2018,16:25:41,85995,Home & Furniture,Umbrellas,70,1,Medium
19/05/2018,14:07:22,71933,Home & Furniture,Dinner Crockery,133,1,High
20/12/2018,12:35:01,61097,Home & Furniture,Sofa Covers,216,5,Low
30/06/2018,23:42:58,68965,Home & Furniture,Bed Sheets,211,3,Medium
14/06/2018,10:35:25,98365,Home & Furniture,Curtains,34,1,Low
01/12/2018,11:07:53,60414,Home & Furniture,Towels,228,1,Medium
15/07/2018,07:56:59,61324,Home & Furniture,Sofas,67,1,Medium
13/10/2018,08:37:27,61665,Home & Furniture,Beds,78,5,High
15/06/2018,12:46:00,83801,Home & Furniture,Dinning Tables,119,1,Low
02/10/2018,20:51:09,79622,Home & Furniture,Shoe Rack,124,5,High
15/09/2018,23:38:38,68949,Home & Furniture,Umbrellas,70,4,Medium
11/05/2018,14:35:52,67797,Home & Furniture,Dinner Crockery,133,1,Medium
25/09/2018,11:01:37,84430,Home & Furniture,Sofa Covers,216,1,Medium
11/05/2018,10:19:57,68533,Home & Furniture,Bed Sheets,211,1,Low
07/05/2018,23:49:04,87512,Home & Furniture,Curtains,34,5,Medium
24/11/2018,16:36:58,91548,Home & Furniture,Towels,228,5,Medium
01/07/2018,17:20:18,85091,Home & Furniture,Sofas,67,4,High
15/04/2018,20:16:30,85100,Home & Furniture,Beds,78,3,Medium
16/06/2018,13:17:46,74275,Home & Furniture,Dinning Tables,119,5,Medium
20/01/2018,17:08:39,67691,Home & Furniture,Shoe Rack,124,3,Low
30/07/2018,15:03:10,63853,Home & Furniture,Umbrellas,70,1,Medium
06/10/2018,11:44:08,68860,Home & Furniture,Dinner Crockery,133,3,Medium
18/10/2018,20:19:21,99555,Home & Furniture,Sofa Covers,216,4,Medium
12/07/2018,13:39:52,66765,Home & Furniture,Bed Sheets,211,5,High
12/02/2018,21:42:52,79812,Home & Furniture,Curtains,34,5,High
07/10/2018,12:38:31,60996,Home & Furniture,Towels,228,5,Medium
15/10/2018,15:56:29,94630,Home & Furniture,Sofas,67,4,Medium
07/06/2018,13:55:58,63274,Home & Furniture,Beds,78,1,Medium
13/08/2018,18:18:25,69231,Home & Furniture,Dinning Tables,119,1,Medium
08/10/2018,22:28:13,84873,Home & Furniture,Shoe Rack,124,5,Medium
15/02/2018,09:16:20,85229,Home & Furniture,Umbrellas,70,3,High
24/03/2018,14:48:00,90821,Home & Furniture,Dinner Crockery,133,1,Low
18/06/2018,12:24:49,70803,Home & Furniture,Sofa Covers,216,5,Medium
06/12/2018,09:51:17,74335,Home & Furniture,Bed Sheets,211,3,Medium
19/12/2018,17:54:45,70707,Home & Furniture,Curtains,34,1,Low
12/10/2018,17:17:01,76183,Home & Furniture,Towels,228,1,Medium
03/05/2018,16:51:47,71127,Home & Furniture,Sofas,67,1,Medium
09/06/2018,08:29:41,72752,Home & Furniture,Beds,78,1,Medium
15/12/2018,18:39:56,86395,Home & Furniture,Dinning Tables,119,3,Medium
23/07/2018,18:08:41,65471,Home & Furniture,Shoe Rack,124,1,Medium
06/12/2018,18:46:32,69797,Home & Furniture,Umbrellas,70,3,High
05/05/2018,22:35:28,97554,Home & Furniture,Dinner Crockery,133,3,Medium
08/10/2018,11:48:33,99872,Home & Furniture,Sofa Covers,216,3,Medium
29/11/2018,13:49:41,70347,Home & Furniture,Bed Sheets,211,3,High
17/10/2018,22:24:52,89612,Home & Furniture,Curtains,34,4,Low
24/09/2018,17:08:07,71381,Home & Furniture,Towels,228,3,High
13/07/2018,15:52:11,98653,Home & Furniture,Sofas,67,1,Medium
14/01/2018,20:53:48,82699,Home & Furniture,Beds,78,4,Low
09/06/2018,17:03:35,75640,Home & Furniture,Dinning Tables,119,4,Medium
08/09/2018,08:35:18,85618,Home & Furniture,Shoe Rack,124,5,High
04/06/2018,14:12:09,95181,Home & Furniture,Umbrellas,70,1,Low
22/11/2018,00:12:31,95535,Home & Furniture,Dinner Crockery,133,1,Medium
03/11/2018,14:42:09,67808,Home & Furniture,Sofa Covers,216,4,Medium
06/12/2018,09:27:36,86550,Home & Furniture,Bed Sheets,211,5,Medium
08/06/2018,19:31:14,84110,Home & Furniture,Curtains,34,1,Medium
10/08/2018,13:54:57,93146,Home & Furniture,Towels,228,1,High
15/11/2018,14:40:37,63060,Home & Furniture,Sofas,67,4,Medium
25/12/2018,15:22:52,66675,Home & Furniture,Beds,78,1,Medium
23/04/2018,11:30:46,89033,Home & Furniture,Dinning Tables,119,3,Medium
21/03/2018,15:48:11,78150,Home & Furniture,Shoe Rack,124,5,Medium
25/10/2018,12:04:22,95362,Home & Furniture,Umbrellas,70,3,Low
18/10/2018,12:34:24,89758,Home & Furniture,Dinner Crockery,133,4,Medium
12/10/2018,09:15:35,69776,Home & Furniture,Sofa Covers,216,4,High
06/12/2018,09:24:12,84750,Home & Furniture,Bed Sheets,211,4,Medium
14/07/2018,22:39:35,60560,Home & Furniture,Curtains,34,1,Medium
12/03/2018,17:14:09,65210,Home & Furniture,Towels,228,1,High
